matching.btree_spp,link_sp_name,cz,BL_latin,c_name,sister_split
Ammodramus aurifrons,yellow-browed-sparrow-ammodramus-aurifrons,ok,Ammodramus aurifrons,Yellow-browed Sparrow,
Ammodramus bairdii,bairds-sparrow-passerculus-bairdii,ok,Passerculus bairdii,Baird's Sparrow,
Ammodramus caudacutus,saltmarsh-sparrow-ammospiza-caudacuta,ok,Ammospiza caudacuta,Saltmarsh Sparrow,
Ammodramus henslowii,henslows-sparrow-passerculus-henslowii,ok,Passerculus henslowii,Henslow's Sparrow,
Ammodramus humeralis,grassland-sparrow-ammodramus-humeralis,ok,Ammodramus humeralis,Grassland Sparrow,
Ammodramus leconteii,le-contes-sparrow-ammospiza-leconteii,ok,Ammospiza leconteii,Le Conte's Sparrow,
Ammodramus maritimus,seaside-sparrow-ammospiza-maritima,ok,Ammospiza maritima,Seaside Sparrow,
Ammodramus nelsoni,nelsons-sparrow-ammospiza-nelsoni,ok,Ammospiza nelsoni,Nelson's Sparrow,
Ammodramus savannarum,grasshopper-sparrow-ammodramus-savannarum,ok,Ammodramus savannarum,Grasshopper Sparrow,
Ammomanes deserti,desert-lark-ammomanes-deserti,ok,Ammomanes deserti,Desert Lark,
Ammomanes grayi,grays-lark-ammomanopsis-grayi,ok,Ammomanopsis grayi,Gray's Lark,
Ammoperdix griseogularis,see-see-partridge-ammoperdix-griseogularis,ok,Ammoperdix griseogularis,See-see Partridge,
Ampeliceps coronatus,golden-crested-myna-ampeliceps-coronatus,ok,Ampeliceps coronatus,Golden-crested Myna,
Ampelioides tschudii,scaled-fruiteater-ampelioides-tschudii,ok,Ampelioides tschudii,Scaled Fruiteater,
Ampelion rubrocristatus,red-crested-cotinga-ampelion-rubrocristatus,ok,Ampelion rubrocristatus,Red-crested Cotinga,
Amphilais seebohmi,madagascar-grassbird-amphilais-seebohmi,ok,Amphilais seebohmi,Madagascar Grassbird,
Amphispiza bilineata,black-throated-sparrow-amphispiza-bilineata,ok,Amphispiza bilineata,Black-throated Sparrow,
Amytornis barbatus,grey-grasswren-amytornis-barbatus,ok,Amytornis barbatus,Grey Grasswren,
Amytornis woodwardi,white-throated-grasswren-amytornis-woodwardi,ok,Amytornis woodwardi,White-throated Grasswren,
Anabacerthia variegaticeps,scaly-throated-foliage-gleaner-anabacerthia-variegaticeps,ok,Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,
Anabazenops fuscus,white-collared-foliage-gleaner-anabazenops-fuscus,ok,Anabazenops fuscus,White-collared Foliage-gleaner,
Anairetes agilis,agile-tit-tyrant-uromyias-agilis,ok,Uromyias agilis,Agile Tit-tyrant,
Anarhynchus frontalis,wrybill-anarhynchus-frontalis,ok,Anarhynchus frontalis,Wrybill,
Anas acuta,northern-pintail-anas-acuta,ok,Anas acuta,Northern Pintail,
Anas americana,american-wigeon-mareca-americana,ok,Mareca americana,American Wigeon,
Anas andium,andean-teal-anas-andium,ok,Anas andium,Andean Teal,
Anas bahamensis,white-cheeked-pintail-anas-bahamensis,ok,Anas bahamensis,White-cheeked Pintail,
Anas clypeata,northern-shoveler-spatula-clypeata,ok,Spatula clypeata,Northern Shoveler,
Anas crecca,common-teal-anas-crecca,ok,Anas crecca,Common Teal,
Anas cyanoptera,cinnamon-teal-spatula-cyanoptera,ok,Spatula cyanoptera,Cinnamon Teal,
Anas discors,blue-winged-teal-spatula-discors,ok,Spatula discors,Blue-winged Teal,
Anas flavirostris,yellow-billed-teal-anas-flavirostris,ok,Anas flavirostris,Yellow-billed Teal,
Anas fulvigula,mottled-duck-anas-fulvigula,ok,Anas fulvigula,Mottled Duck,
Anas georgica,yellow-billed-pintail-anas-georgica,ok,Anas georgica,Yellow-billed Pintail,
Anas platalea,red-shoveler-spatula-platalea,ok,Spatula platalea,Red Shoveler,
Anas platyrhynchos,mallard-anas-platyrhynchos,ok,Anas platyrhynchos,Mallard,
Anas puna,puna-teal-spatula-puna,ok,Spatula puna,Puna Teal,
Anas rubripes,american-black-duck-anas-rubripes,ok,Anas rubripes,American Black Duck,
Anas sibilatrix,chiloe-wigeon-mareca-sibilatrix,ok,Mareca sibilatrix,Chiloe Wigeon,
Anas strepera,gadwall-mareca-strepera,ok,Mareca strepera,Gadwall,
Anas versicolor,silver-teal-spatula-versicolor,ok,Spatula versicolor,Silver Teal,
Anastomus oscitans,asian-openbill-anastomus-oscitans,ok,Anastomus oscitans,Asian Openbill,
Ancistrops strigilatus,chestnut-winged-hookbill-ancistrops-strigilatus,ok,Ancistrops strigilatus,Chestnut-winged Hookbill,
Andigena cucullata,hooded-mountain-toucan-andigena-cucullata,ok,Andigena cucullata,Hooded Mountain-toucan,
Andigena hypoglauca,grey-breasted-mountain-toucan-andigena-hypoglauca,ok,Andigena hypoglauca,Grey-breasted Mountain-toucan,
Andigena laminirostris,plate-billed-mountain-toucan-andigena-laminirostris,ok,Andigena laminirostris,Plate-billed Mountain-toucan,
Andigena nigrirostris,black-billed-mountain-toucan-andigena-nigrirostris,ok,Andigena nigrirostris,Black-billed Mountain-toucan,
Androdon aequatorialis,tooth-billed-hummingbird-androdon-aequatorialis,ok,Androdon aequatorialis,Tooth-billed Hummingbird,
Andropadus montanus,cameroon-mountain-greenbul-arizelocichla-montana,ok,Arizelocichla montana,Cameroon Mountain Greenbul,
Anhima cornuta,horned-screamer-anhima-cornuta,ok,Anhima cornuta,Horned Screamer,
Anhinga anhinga,anhinga-anhinga-anhinga,ok,Anhinga anhinga,Anhinga,
Anisognathus lacrymosus,lacrimose-mountain-tanager-anisognathus-lacrymosus,ok,Anisognathus lacrymosus,Lacrimose Mountain-tanager,
Anisognathus melanogenys,santa-marta-mountain-tanager-anisognathus-melanogenys,ok,Anisognathus melanogenys,Santa Marta Mountain-tanager,
Anisognathus notabilis,black-chinned-mountain-tanager-anisognathus-notabilis,ok,Anisognathus notabilis,Black-chinned Mountain-tanager,
Anodorhynchus hyacinthinus,hyacinth-macaw-anodorhynchus-hyacinthinus,ok,Anodorhynchus hyacinthinus,Hyacinth Macaw,
Anodorhynchus leari,lears-macaw-anodorhynchus-leari,ok,Anodorhynchus leari,Lear's Macaw,
Anomalospiza imberbis,cuckoo-finch-anomalospiza-imberbis,ok,Anomalospiza imberbis,Cuckoo-finch,
Anorrhinus austeni,austens-brown-hornbill-anorrhinus-austeni,ok,Anorrhinus austeni,Austen's Brown Hornbill,
Anorrhinus galeritus,bushy-crested-hornbill-anorrhinus-galeritus,ok,Anorrhinus galeritus,Bushy-crested Hornbill,
Anorrhinus tickelli,tickells-brown-hornbill-anorrhinus-tickelli,ok,Anorrhinus tickelli,Tickell's Brown Hornbill,
Anous minutus,black-noddy-anous-minutus,ok,Anous minutus,Black Noddy,
Anous stolidus,brown-noddy-anous-stolidus,ok,Anous stolidus,Brown Noddy,
Anser albifrons,greater-white-fronted-goose-anser-albifrons,ok,Anser albifrons,Greater White-fronted Goose,
Anser brachyrhynchus,pink-footed-goose-anser-brachyrhynchus,ok,Anser brachyrhynchus,Pink-footed Goose,
Anser cygnoides,swan-goose-anser-cygnoid,ok,Anser cygnoid,Swan Goose,
Anser fabalis,bean-goose-anser-fabalis,ok,Anser fabalis,Bean Goose,
Anseranas semipalmata,magpie-goose-anseranas-semipalmata,ok,Anseranas semipalmata,Magpie Goose,
Anthocephala floriceps,blossomcrown-anthocephala-floriceps,ok,Anthocephala floriceps,Blossomcrown,
Anthochaera carunculata,red-wattlebird-anthochaera-carunculata,ok,Anthochaera carunculata,Red Wattlebird,
Anthochaera chrysoptera,little-wattlebird-anthochaera-chrysoptera,ok,Anthochaera chrysoptera,Little Wattlebird,
Anthochaera lunulata,western-wattlebird-anthochaera-lunulata,ok,Anthochaera lunulata,Western Wattlebird,
Anthochaera paradoxa,yellow-wattlebird-anthochaera-paradoxa,ok,Anthochaera paradoxa,Yellow Wattlebird,
Anthornis melanura,new-zealand-bellbird-anthornis-melanura,ok,Anthornis melanura,New Zealand Bellbird,
Anthoscopus punctifrons,sennar-penduline-tit-anthoscopus-punctifrons,ok,Anthoscopus punctifrons,Sennar Penduline-tit,
Anthracoceros albirostris,oriental-pied-hornbill-anthracoceros-albirostris,ok,Anthracoceros albirostris,Oriental Pied Hornbill,
Anthracoceros coronatus,malabar-pied-hornbill-anthracoceros-coronatus,ok,Anthracoceros coronatus,Malabar Pied Hornbill,
Anthracoceros malayanus,black-hornbill-anthracoceros-malayanus,ok,Anthracoceros malayanus,Black Hornbill,
Anthracoceros marchei,palawan-hornbill-anthracoceros-marchei,ok,Anthracoceros marchei,Palawan Hornbill,
Anthracoceros montani,sulu-hornbill-anthracoceros-montani,ok,Anthracoceros montani,Sulu Hornbill,
Anthracothorax viridigula,green-throated-mango-anthracothorax-viridigula,ok,Anthracothorax viridigula,Green-throated Mango,
Anthreptes anchietae,anchietas-sunbird-anthreptes-anchietae,ok,Anthreptes anchietae,Anchieta's Sunbird,
Anthreptes aurantium,violet-tailed-sunbird-anthreptes-aurantius,ok,Anthreptes aurantius,Violet-tailed Sunbird,
Anthreptes collaris,collared-sunbird-hedydipna-collaris,ok,Hedydipna collaris,Collared Sunbird,
Anthreptes gabonicus,mouse-brown-sunbird-anthreptes-gabonicus,ok,Anthreptes gabonicus,Mouse-brown Sunbird,
Anthreptes longuemarei,western-violet-backed-sunbird-anthreptes-longuemarei,ok,Anthreptes longuemarei,Western Violet-backed Sunbird,
Anthreptes metallicus,nile-valley-sunbird-hedydipna-metallica,ok,Hedydipna metallica,Nile Valley Sunbird,
Anthreptes neglectus,uluguru-violet-backed-sunbird-anthreptes-neglectus,ok,Anthreptes neglectus,Uluguru Violet-backed Sunbird,
Anthreptes orientalis,eastern-violet-backed-sunbird-anthreptes-orientalis,ok,Anthreptes orientalis,Eastern Violet-backed Sunbird,
Anthreptes pallidigaster,amani-sunbird-hedydipna-pallidigaster,ok,Hedydipna pallidigaster,Amani Sunbird,
Anthreptes reichenowi,plain-backed-sunbird-anthreptes-reichenowi,ok,Anthreptes reichenowi,Plain-backed Sunbird,
Anthreptes rhodolaemus,red-throated-sunbird-anthreptes-rhodolaemus,ok,Anthreptes rhodolaemus,Red-throated Sunbird,
Anthreptes rubritorques,banded-sunbird-anthreptes-rubritorques,ok,Anthreptes rubritorques,Banded Sunbird,
Anthreptes simplex,plain-sunbird-anthreptes-simplex,ok,Anthreptes simplex,Plain Sunbird,
Anthreptes singalensis,ruby-cheeked-sunbird-chalcoparia-singalensis,ok,Chalcoparia singalensis,Ruby-cheeked Sunbird,
Anthus campestris,tawny-pipit-anthus-campestris,ok,Anthus campestris,Tawny Pipit,
Anthus cervinus,red-throated-pipit-anthus-cervinus,ok,Anthus cervinus,Red-throated Pipit,
Anthus correndera,correndera-pipit-anthus-correndera,ok,Anthus correndera,Correndera Pipit,
Anthus godlewskii,blyths-pipit-anthus-godlewskii,ok,Anthus godlewskii,Blyth's Pipit,
Anthus hellmayri,hellmayrs-pipit-anthus-hellmayri,ok,Anthus hellmayri,Hellmayr's Pipit,
Anthus novaeseelandiae,australasian-pipit-anthus-novaeseelandiae,ok,Anthus novaeseelandiae,Australasian Pipit,
Anthus trivialis,tree-pipit-anthus-trivialis,ok,Anthus trivialis,Tree Pipit,
Antilophia galeata,helmeted-manakin-antilophia-galeata,ok,Antilophia galeata,Helmeted Manakin,
Anumbius annumbi,firewood-gatherer-anumbius-annumbi,ok,Anumbius annumbi,Firewood-gatherer,
Anurolimnas castaneiceps,chestnut-headed-crake-rufirallus-castaneiceps,ok,Rufirallus castaneiceps,Chestnut-headed Crake,
Anurolimnas fasciatus,black-banded-crake-porzana-fasciata,ok,Porzana fasciata,Black-banded Crake,
Anurolimnas viridis,russet-crowned-crake-rufirallus-viridis,ok,Rufirallus viridis,Russet-crowned Crake,
Anurophasis monorthonyx,snow-mountain-quail-anurophasis-monorthonyx,ok,Anurophasis monorthonyx,Snow Mountain Quail,
Apalharpactes reinwardtii,javan-trogon-apalharpactes-reinwardtii,ok,Apalharpactes reinwardtii,Javan Trogon,
Apalis argentea,kungwe-apalis-apalis-argentea,ok,Apalis argentea,Kungwe Apalis,
Apalis flavigularis,yellow-throated-apalis-apalis-flavigularis,ok,Apalis flavigularis,Yellow-throated Apalis,
Apalis fuscigularis,taita-apalis-apalis-fuscigularis,ok,Apalis fuscigularis,Taita Apalis,
Apalis lynesi,namuli-apalis-apalis-lynesi,ok,Apalis lynesi,Namuli Apalis,
Apalis thoracica,bar-throated-apalis-apalis-thoracica,ok,Apalis thoracica,Bar-throated Apalis,
Apaloderma vittatum,bar-tailed-trogon-apaloderma-vittatum,ok,Apaloderma vittatum,Bar-tailed Trogon,
Apalopteron familiare,bonin-white-eye-apalopteron-familiare,ok,Apalopteron familiare,Bonin White-eye,
Aphanotriccus capitalis,tawny-chested-flycatcher-aphanotriccus-capitalis,ok,Aphanotriccus capitalis,Tawny-chested Flycatcher,
Aphantochroa cirrochloris,sombre-hummingbird-aphantochroa-cirrochloris,ok,Aphantochroa cirrochloris,Sombre Hummingbird,
Aphelocephala leucopsis,southern-whiteface-aphelocephala-leucopsis,ok,Aphelocephala leucopsis,Southern Whiteface,
Aphelocoma coerulescens,florida-scrub-jay-aphelocoma-coerulescens,ok,Aphelocoma coerulescens,Florida Scrub-jay,
Aphelocoma ultramarina,mexican-jay-aphelocoma-wollweberi,ok,Aphelocoma wollweberi,Mexican Jay,
Aphelocoma ultramarina,ultramarine-jay-aphelocoma-ultramarina,ok,Aphelocoma ultramarina,Ultramarine Jay,
Aphelocoma unicolor,unicolored-jay-aphelocoma-unicolor,ok,Aphelocoma unicolor,Unicolored Jay,
Aphrastura spinicauda,thorn-tailed-rayadito-aphrastura-spinicauda,ok,Aphrastura spinicauda,Thorn-tailed Rayadito,
Aphriza virgata,surfbird-calidris-virgata,ok,Calidris virgata,Surfbird,
Aplonis atrifusca,samoan-starling-aplonis-atrifusca,ok,Aplonis atrifusca,Samoan Starling,
Aplonis brunneicapillus,white-eyed-starling-aplonis-brunneicapillus,ok,Aplonis brunneicapillus,White-eyed Starling,
Aplonis cantoroides,singing-starling-aplonis-cantoroides,ok,Aplonis cantoroides,Singing Starling,
Aplonis cinerascens,rarotonga-starling-aplonis-cinerascens,ok,Aplonis cinerascens,Rarotonga Starling,
Aplonis crassa,tanimbar-starling-aplonis-crassa,ok,Aplonis crassa,Tanimbar Starling,
Aplonis dichroa,makira-starling-aplonis-dichroa,ok,Aplonis dichroa,Makira Starling,
Aplonis feadensis,atoll-starling-aplonis-feadensis,ok,Aplonis feadensis,Atoll Starling,
Aplonis grandis,brown-winged-starling-aplonis-grandis,ok,Aplonis grandis,Brown-winged Starling,
Aplonis insularis,rennell-starling-aplonis-insularis,ok,Aplonis insularis,Rennell Starling,
Aplonis magna,long-tailed-starling-aplonis-magna,ok,Aplonis magna,Long-tailed Starling,
Aplonis metallica,metallic-starling-aplonis-metallica,ok,Aplonis metallica,Metallic Starling,
Aplonis minor,short-tailed-starling-aplonis-minor,ok,Aplonis minor,Short-tailed Starling,
Aplonis mysolensis,moluccan-starling-aplonis-mysolensis,ok,Aplonis mysolensis,Moluccan Starling,
Aplonis mystacea,yellow-eyed-starling-aplonis-mystacea,ok,Aplonis mystacea,Yellow-eyed Starling,
Aplonis opaca,micronesian-starling-aplonis-opaca,ok,Aplonis opaca,Micronesian Starling,
Aplonis panayensis,asian-glossy-starling-aplonis-panayensis,ok,Aplonis panayensis,Asian Glossy Starling,
Aplonis santovestris,mountain-starling-aplonis-santovestris,ok,Aplonis santovestris,Mountain Starling,
Aplonis striata,striated-starling-aplonis-striata,ok,Aplonis striata,Striated Starling,
Aplonis tabuensis,polynesian-starling-aplonis-tabuensis,ok,Aplonis tabuensis,Polynesian Starling,
Aplonis zelandica,rusty-winged-starling-aplonis-zelandica,ok,Aplonis zelandica,Rusty-winged Starling,
Aplopelia larvata,lemon-dove-aplopelia-larvata,ok,Aplopelia larvata,Lemon Dove,
Aprosmictus erythropterus,red-winged-parrot-aprosmictus-erythropterus,ok,Aprosmictus erythropterus,Red-winged Parrot,
Aprosmictus jonquillaceus,jonquil-parrot-aprosmictus-jonquillaceus,ok,Aprosmictus jonquillaceus,Jonquil Parrot,
Aptenodytes forsteri,emperor-penguin-aptenodytes-forsteri,ok,Aptenodytes forsteri,Emperor Penguin,
Apteryx haastii,great-spotted-kiwi-apteryx-haastii,ok,Apteryx haastii,Great Spotted Kiwi,
Apus affinis,little-swift-apus-affinis,ok,Apus affinis,Little Swift,
Apus apus,common-swift-apus-apus,ok,Apus apus,Common Swift,
Apus bradfieldi,bradfields-swift-apus-bradfieldi,ok,Apus bradfieldi,Bradfield's Swift,
Apus nipalensis,house-swift-apus-nipalensis,ok,Apus nipalensis,House Swift,
Apus pacificus,pacific-swift-apus-pacificus,ok,Apus pacificus,Pacific Swift,
Aquila adalberti,spanish-imperial-eagle-aquila-adalberti,ok,Aquila adalberti,Spanish Imperial Eagle,
Aquila chrysaetos,golden-eagle-aquila-chrysaetos,ok,Aquila chrysaetos,Golden Eagle,
Aquila wahlbergi,wahlbergs-eagle-hieraaetus-wahlbergi,ok,Hieraaetus wahlbergi,Wahlberg's Eagle,
Ara ambiguus,great-green-macaw-ara-ambiguus,ok,Ara ambiguus,Great Green Macaw,
Ara ararauna,blue-and-yellow-macaw-ara-ararauna,ok,Ara ararauna,Blue-and-yellow Macaw,
Ara chloropterus,red-and-green-macaw-ara-chloropterus,ok,Ara chloropterus,Red-and-green Macaw,
Ara glaucogularis,blue-throated-macaw-ara-glaucogularis,ok,Ara glaucogularis,Blue-throated Macaw,
Ara macao,scarlet-macaw-ara-macao,ok,Ara macao,Scarlet Macaw,
Ara militaris,military-macaw-ara-militaris,ok,Ara militaris,Military Macaw,
Ara rubrogenys,red-fronted-macaw-ara-rubrogenys,ok,Ara rubrogenys,Red-fronted Macaw,
Ara severus,chestnut-fronted-macaw-ara-severus,ok,Ara severus,Chestnut-fronted Macaw,
Arachnothera affinis,grey-breasted-spiderhunter-arachnothera-modesta,problem,Arachnothera modesta,Grey-breasted Spiderhunter,
Arachnothera affinis,streaky-breasted-spiderhunter-arachnothera-affinis,problem,Arachnothera affinis,Streaky-breasted Spiderhunter,Arachnothera everetti
Arachnothera chrysogenys,yellow-eared-spiderhunter-arachnothera-chrysogenys,ok,Arachnothera chrysogenys,Yellow-eared Spiderhunter,
Arachnothera clarae,naked-faced-spiderhunter-arachnothera-clarae,ok,Arachnothera clarae,Naked-faced Spiderhunter,
Arachnothera crassirostris,thick-billed-spiderhunter-arachnothera-crassirostris,ok,Arachnothera crassirostris,Thick-billed Spiderhunter,
Arachnothera flavigaster,spectacled-spiderhunter-arachnothera-flavigaster,ok,Arachnothera flavigaster,Spectacled Spiderhunter,
Arachnothera juliae,whiteheads-spiderhunter-arachnothera-juliae,ok,Arachnothera juliae,Whitehead's Spiderhunter,
Arachnothera magna,streaked-spiderhunter-arachnothera-magna,ok,Arachnothera magna,Streaked Spiderhunter,
Arachnothera robusta,long-billed-spiderhunter-arachnothera-robusta,ok,Arachnothera robusta,Long-billed Spiderhunter,
Aramides axillaris,rufous-necked-wood-rail-aramides-axillaris,ok,Aramides axillaris,Rufous-necked Wood-rail,
Aramides cajanea,grey-necked-wood-rail-aramides-cajaneus,ok,Aramides cajaneus,Grey-necked Wood-rail,
Aramides calopterus,red-winged-wood-rail-aramides-calopterus,ok,Aramides calopterus,Red-winged Wood-rail,
Aramides mangle,little-wood-rail-aramides-mangle,ok,Aramides mangle,Little Wood-rail,
Aramides saracura,slaty-breasted-wood-rail-aramides-saracura,ok,Aramides saracura,Slaty-breasted Wood-rail,
Aramides ypecaha,giant-wood-rail-aramides-ypecaha,ok,Aramides ypecaha,Giant Wood-rail,
Aramus guarauna,limpkin-aramus-guarauna,ok,Aramus guarauna,Limpkin,
Aratinga acuticaudata,blue-crowned-parakeet-psittacara-acuticaudatus,ok,Psittacara acuticaudatus,Blue-crowned Parakeet,
Aratinga aurea,peach-fronted-parakeet-eupsittula-aurea,ok,Eupsittula aurea,Peach-fronted Parakeet,
Aratinga auricapillus,golden-capped-parakeet-aratinga-auricapillus,ok,Aratinga auricapillus,Golden-capped Parakeet,
Aratinga brevipes,green-parakeet-psittacara-holochlorus,ok,Psittacara holochlorus,Green Parakeet,Aratinga holochlora
Aratinga cactorum,cactus-parakeet-eupsittula-cactorum,ok,Eupsittula cactorum,Cactus Parakeet,
Aratinga canicularis,orange-fronted-parakeet-eupsittula-canicularis,ok,Eupsittula canicularis,Orange-fronted Parakeet,
Aratinga chloroptera,hispaniolan-parakeet-psittacara-chloropterus,ok,Psittacara chloropterus,Hispaniolan Parakeet,
Aratinga erythrogenys,red-masked-parakeet-psittacara-erythrogenys,ok,Psittacara erythrogenys,Red-masked Parakeet,
Aratinga euops,cuban-parakeet-psittacara-euops,ok,Psittacara euops,Cuban Parakeet,
Aratinga finschi,crimson-fronted-parakeet-psittacara-finschi,ok,Psittacara finschi,Crimson-fronted Parakeet,
Aratinga jandaya,jandaya-parakeet-aratinga-jandaya,ok,Aratinga jandaya,Jandaya Parakeet,
Aratinga mitrata,mitred-parakeet-psittacara-mitratus,ok,Psittacara mitratus,Mitred Parakeet,
Aratinga pertinax,brown-throated-parakeet-eupsittula-pertinax,ok,Eupsittula pertinax,Brown-throated Parakeet,
Aratinga rubritorquis,red-throated-parakeet-psittacara-rubritorquis,ok,Psittacara rubritorquis,Red-throated Parakeet,
Aratinga weddellii,dusky-headed-parakeet-aratinga-weddellii,ok,Aratinga weddellii,Dusky-headed Parakeet,
Arborophila mandellii,chestnut-breasted-partridge-arborophila-mandellii,ok,Arborophila mandellii,Chestnut-breasted Partridge,
Archboldia papuensis,archbolds-bowerbird-archboldia-papuensis,ok,Archboldia papuensis,Archbold's Bowerbird,
Archilochus colubris,ruby-throated-hummingbird-archilochus-colubris,ok,Archilochus colubris,Ruby-throated Hummingbird,
